,Metal,IsolateID,Replicate,Concentration,factor,hours,od
10232,As,DR 76,2,0.01,2,36.25,0.196
10190,Zn,DR 76,2,0,0,36.25,0.197
10160,Cd,DR 76,2,0.01,2,36.25,0.198
10199,Zn,DR 76,2,10,3,36.25,0.203
10204,Zn,DR 76,1,1000,5,36.25,0.203
10198,Zn,DR 76,1,10,3,36.25,0.205
10228,As,DR 76,1,0.001,1,36.25,0.211
10236,As,DR 76,3,0.1,3,36.25,0.211
10205,Zn,DR 76,2,1000,5,36.25,0.212
10194,Zn,DR 76,3,0.1,1,36.25,0.217
10196,Zn,DR 76,2,1,2,36.25,0.217
10197,Zn,DR 76,3,1,2,36.25,0.217
10179,Pb,DR 76,3,0.1,2,36.25,0.238
10229,As,DR 76,2,0.001,1,36.25,0.239
10189,Zn,DR 76,1,0,0,36.25,0.245
10234,As,DR 76,1,0.1,3,36.25,0.252
10230,As,DR 76,3,0.001,1,36.25,0.268
10249,Cr,DR 76,1,0.1,2,36.25,0.268
10250,Cr,DR 76,2,0.1,2,36.25,0.274
10163,Cd,DR 76,2,0.1,3,36.25,0.2742
10235,As,DR 76,2,0.1,3,36.25,0.284
10251,Cr,DR 76,3,0.1,2,36.25,0.305
8042,Cd,DR 60,2,1,4,36.5,0.252
8082,Zn,DR 60,3,1000,5,36.5,0.299
8080,Zn,DR 60,1,1000,5,36.5,0.3
8081,Zn,DR 60,2,1000,5,36.5,0.305
8131,Cr,DR 60,1,10,4,36.5,0.324
8111,As,DR 60,2,0.1,3,36.5,0.325
8129,Cr,DR 60,2,1,3,36.5,0.325
8112,As,DR 60,3,0.1,3,36.5,0.326
8128,Cr,DR 60,1,1,3,36.5,0.327
8133,Cr,DR 60,3,10,4,36.5,0.327
8132,Cr,DR 60,2,10,4,36.5,0.33
8130,Cr,DR 60,3,1,3,36.5,0.332
8045,Cd,DR 60,2,10,5,36.5,0.333
8085,Hg,DR 60,3,0,0,36.5,0.334
8110,As,DR 60,1,0.1,3,36.5,0.334
8044,Cd,DR 60,1,10,5,36.5,0.335
8083,Hg,DR 60,1,0,0,36.5,0.335
8046,Cd,DR 60,3,10,5,36.5,0.336
8125,Cr,DR 60,1,0.1,2,36.5,0.336
8127,Cr,DR 60,3,0.1,2,36.5,0.336
8126,Cr,DR 60,2,0.1,2,36.5,0.338
8091,Hg,DR 60,3,0.01,2,36.5,0.339
8107,As,DR 60,1,0.01,2,36.5,0.34
8115,As,DR 60,3,1,4,36.5,0.34
8134,Cr,DR 60,1,100,5,36.5,0.34
8088,Hg,DR 60,3,0.001,1,36.5,0.341
8100,Hg,DR 60,3,10,5,36.5,0.341
8068,Zn,DR 60,1,0.1,1,36.5,0.342
8087,Hg,DR 60,2,0.001,1,36.5,0.342
8099,Hg,DR 60,2,10,5,36.5,0.342
8109,As,DR 60,3,0.01,2,36.5,0.342
8135,Cr,DR 60,2,100,5,36.5,0.342
8084,Hg,DR 60,2,0,0,36.5,0.343
8097,Hg,DR 60,3,1,4,36.5,0.343
8101,As,DR 60,1,0,0,36.5,0.343
8114,As,DR 60,2,1,4,36.5,0.343
8136,Cr,DR 60,3,100,5,36.5,0.343
8093,Hg,DR 60,2,0.1,3,36.5,0.344
8065,Zn,DR 60,1,0,0,36.5,0.345
8072,Zn,DR 60,2,1,2,36.5,0.345
8075,Zn,DR 60,2,10,3,36.5,0.345
8102,As,DR 60,2,0,0,36.5,0.345
8117,As,DR 60,2,10,5,36.5,0.345
8121,Cr,DR 60,3,0,0,36.5,0.345
8089,Hg,DR 60,1,0.01,2,36.5,0.346
8103,As,DR 60,3,0,0,36.5,0.346
8105,As,DR 60,2,0.001,1,36.5,0.346
8106,As,DR 60,3,0.001,1,36.5,0.346
8118,As,DR 60,3,10,5,36.5,0.346
8033,Cd,DR 60,2,0.001,1,36.5,0.347
8067,Zn,DR 60,3,0,0,36.5,0.347
8077,Zn,DR 60,1,100,4,36.5,0.347
8078,Zn,DR 60,2,100,4,36.5,0.347
8104,As,DR 60,1,0.001,1,36.5,0.347
8113,As,DR 60,1,1,4,36.5,0.347
8119,Cr,DR 60,1,0,0,36.5,0.347
8060,Pb,DR 60,2,10,4,36.5,0.348
8090,Hg,DR 60,2,0.01,2,36.5,0.348
8098,Hg,DR 60,1,10,5,36.5,0.348
8108,As,DR 60,2,0.01,2,36.5,0.348
8070,Zn,DR 60,3,0.1,1,36.5,0.349
8071,Zn,DR 60,1,1,2,36.5,0.349
8074,Zn,DR 60,1,10,3,36.5,0.349
8122,Cr,DR 60,1,0.01,1,36.5,0.349
8050,Pb,DR 60,1,0.01,1,36.5,0.35
8092,Hg,DR 60,1,0.1,3,36.5,0.351
8116,As,DR 60,1,10,5,36.5,0.351
8034,Cd,DR 60,3,0.001,1,36.5,0.352
8039,Cd,DR 60,2,0.1,3,36.5,0.352
8041,Cd,DR 60,1,1,4,36.5,0.352
8047,Pb,DR 60,1,0,0,36.5,0.352
8061,Pb,DR 60,3,10,4,36.5,0.352
8073,Zn,DR 60,3,1,2,36.5,0.352
8076,Zn,DR 60,3,10,3,36.5,0.352
8086,Hg,DR 60,1,0.001,1,36.5,0.352
8124,Cr,DR 60,3,0.01,1,36.5,0.352
8048,Pb,DR 60,2,0,0,36.5,0.353
8051,Pb,DR 60,2,0.01,1,36.5,0.354
8094,Hg,DR 60,3,0.1,3,36.5,0.354
8096,Hg,DR 60,2,1,4,36.5,0.354
8059,Pb,DR 60,1,10,4,36.5,0.355
8079,Zn,DR 60,3,100,4,36.5,0.355
8040,Cd,DR 60,3,0.1,3,36.5,0.356
8069,Zn,DR 60,2,0.1,1,36.5,0.356
8095,Hg,DR 60,1,1,4,36.5,0.356
8120,Cr,DR 60,2,0,0,36.5,0.356
8123,Cr,DR 60,2,0.01,1,36.5,0.356
8036,Cd,DR 60,2,0.01,2,36.5,0.357
8031,Cd,DR 60,3,0,0,36.5,0.358
8043,Cd,DR 60,3,1,4,36.5,0.358
8049,Pb,DR 60,3,0,0,36.5,0.358
8052,Pb,DR 60,3,0.01,1,36.5,0.358
8055,Pb,DR 60,3,0.1,2,36.5,0.358
8056,Pb,DR 60,1,1,3,36.5,0.358
8032,Cd,DR 60,1,0.001,1,36.5,0.36
8035,Cd,DR 60,1,0.01,2,36.5,0.36
8037,Cd,DR 60,3,0.01,2,36.5,0.36
8054,Pb,DR 60,2,0.1,2,36.5,0.36
8057,Pb,DR 60,2,1,3,36.5,0.36
8062,Pb,DR 60,1,100,5,36.5,0.361
8064,Pb,DR 60,3,100,5,36.5,0.362
8058,Pb,DR 60,3,1,3,36.5,0.363
8066,Zn,DR 60,2,0,0,36.5,0.364
8030,Cd,DR 60,2,0,0,36.5,0.365
8038,Cd,DR 60,1,0.1,3,36.5,0.365
8053,Pb,DR 60,1,0.1,2,36.5,0.365
8063,Pb,DR 60,2,100,5,36.5,0.368
8029,Cd,DR 60,1,0,0,36.5,0.379
14114,Cd,NO 14,2,0,0,36.61666667,0.094
14130,Cd,NO 14,3,10,5,36.61666667,0.117
14129,Cd,NO 14,2,10,5,36.61666667,0.129
14128,Cd,NO 14,1,10,5,36.61666667,0.135
14117,Cd,NO 14,2,0.001,1,36.61666667,0.144
14131,Pb,NO 14,1,0,0,36.61666667,0.145
14136,Pb,NO 14,3,0.01,1,36.61666667,0.152
14135,Pb,NO 14,2,0.01,1,36.61666667,0.159
14133,Pb,NO 14,3,0,0,36.61666667,0.166
14116,Cd,NO 14,1,0.001,1,36.61666667,0.172
14120,Cd,NO 14,2,0.01,2,36.61666667,0.174
14118,Cd,NO 14,3,0.001,1,36.61666667,0.181
14113,Cd,NO 14,1,0,0,36.61666667,0.183
14144,Pb,NO 14,2,10,4,36.61666667,0.186
14127,Cd,NO 14,3,1,4,36.61666667,0.189
14115,Cd,NO 14,3,0,0,36.61666667,0.192
14202,As,NO 14,3,10,5,36.61666667,0.192
14139,Pb,NO 14,3,0.1,2,36.61666667,0.193
14141,Pb,NO 14,2,1,3,36.61666667,0.197
14203,Cr,NO 14,1,0,0,36.61666667,0.197
14119,Cd,NO 14,1,0.01,2,36.61666667,0.199
14121,Cd,NO 14,3,0.01,2,36.61666667,0.2
14134,Pb,NO 14,1,0.01,1,36.61666667,0.202
14210,Cr,NO 14,2,0.1,2,36.61666667,0.202
14124,Cd,NO 14,3,0.1,3,36.61666667,0.205
14122,Cd,NO 14,1,0.1,3,36.61666667,0.21
14143,Pb,NO 14,1,10,4,36.61666667,0.21
14185,As,NO 14,1,0,0,36.61666667,0.212
14132,Pb,NO 14,2,0,0,36.61666667,0.213
14138,Pb,NO 14,2,0.1,2,36.61666667,0.216
14194,As,NO 14,1,0.1,3,36.61666667,0.216
14195,As,NO 14,2,0.1,3,36.61666667,0.216
14199,As,NO 14,3,1,4,36.61666667,0.217
14145,Pb,NO 14,3,10,4,36.61666667,0.219
14150,Zn,NO 14,2,0,0,36.61666667,0.219
14209,Cr,NO 14,1,0.1,2,36.61666667,0.22
14126,Cd,NO 14,2,1,4,36.61666667,0.221
14175,Hg,NO 14,3,0.01,2,36.61666667,0.221
14201,As,NO 14,2,10,5,36.61666667,0.221
14214,Cr,NO 14,3,1,3,36.61666667,0.225
14207,Cr,NO 14,2,0.01,1,36.61666667,0.227
14217,Cr,NO 14,3,10,4,36.61666667,0.227
14123,Cd,NO 14,2,0.1,3,36.61666667,0.228
14192,As,NO 14,2,0.01,2,36.61666667,0.228
14213,Cr,NO 14,2,1,3,36.61666667,0.231
14149,Zn,NO 14,1,0,0,36.61666667,0.232
14179,Hg,NO 14,1,1,4,36.61666667,0.234
14211,Cr,NO 14,3,0.1,2,36.61666667,0.234
14212,Cr,NO 14,1,1,3,36.61666667,0.234
14140,Pb,NO 14,1,1,3,36.61666667,0.237
14204,Cr,NO 14,2,0,0,36.61666667,0.237
14184,Hg,NO 14,3,10,5,36.61666667,0.238
14196,As,NO 14,3,0.1,3,36.61666667,0.238
14206,Cr,NO 14,1,0.01,1,36.61666667,0.239
14216,Cr,NO 14,2,10,4,36.61666667,0.239
14148,Pb,NO 14,3,100,5,36.61666667,0.24
14153,Zn,NO 14,2,0.1,1,36.61666667,0.24
14219,Cr,NO 14,2,100,5,36.61666667,0.24
14125,Cd,NO 14,1,1,4,36.61666667,0.241
14193,As,NO 14,3,0.01,2,36.61666667,0.241
14205,Cr,NO 14,3,0,0,36.61666667,0.241
14142,Pb,NO 14,3,1,3,36.61666667,0.242
14187,As,NO 14,3,0,0,36.61666667,0.242
14198,As,NO 14,2,1,4,36.61666667,0.242
14164,Zn,NO 14,1,1000,5,36.61666667,0.243
14215,Cr,NO 14,1,10,4,36.61666667,0.245
14172,Hg,NO 14,3,0.001,1,36.61666667,0.246
14162,Zn,NO 14,2,100,4,36.61666667,0.249
14208,Cr,NO 14,3,0.01,1,36.61666667,0.249
14174,Hg,NO 14,2,0.01,2,36.61666667,0.251
14182,Hg,NO 14,1,10,5,36.61666667,0.251
14169,Hg,NO 14,3,0,0,36.61666667,0.252
14170,Hg,NO 14,1,0.001,1,36.61666667,0.252
14137,Pb,NO 14,1,0.1,2,36.61666667,0.253
14176,Hg,NO 14,1,0.1,3,36.61666667,0.253
14181,Hg,NO 14,3,1,4,36.61666667,0.253
14178,Hg,NO 14,3,0.1,3,36.61666667,0.256
14151,Zn,NO 14,3,0,0,36.61666667,0.258
14218,Cr,NO 14,1,100,5,36.61666667,0.261
14158,Zn,NO 14,1,10,3,36.61666667,0.262
14197,As,NO 14,1,1,4,36.61666667,0.263
14166,Zn,NO 14,3,1000,5,36.61666667,0.264
14186,As,NO 14,2,0,0,36.61666667,0.265
14157,Zn,NO 14,3,1,2,36.61666667,0.267
14173,Hg,NO 14,1,0.01,2,36.61666667,0.267
14147,Pb,NO 14,2,100,5,36.61666667,0.268
14161,Zn,NO 14,1,100,4,36.61666667,0.268
14171,Hg,NO 14,2,0.001,1,36.61666667,0.268
14188,As,NO 14,1,0.001,1,36.61666667,0.268
14220,Cr,NO 14,3,100,5,36.61666667,0.268
14183,Hg,NO 14,2,10,5,36.61666667,0.269
14191,As,NO 14,1,0.01,2,36.61666667,0.269
14155,Zn,NO 14,1,1,2,36.61666667,0.273
14177,Hg,NO 14,2,0.1,3,36.61666667,0.274
14190,As,NO 14,3,0.001,1,36.61666667,0.274
14165,Zn,NO 14,2,1000,5,36.61666667,0.276
14160,Zn,NO 14,3,10,3,36.61666667,0.278
14189,As,NO 14,2,0.001,1,36.61666667,0.28
14167,Hg,NO 14,1,0,0,36.61666667,0.282
14154,Zn,NO 14,3,0.1,1,36.61666667,0.283
14180,Hg,NO 14,2,1,4,36.61666667,0.283
14146,Pb,NO 14,1,100,5,36.61666667,0.284
14156,Zn,NO 14,2,1,2,36.61666667,0.288
14159,Zn,NO 14,2,10,3,36.61666667,0.289
14152,Zn,NO 14,1,0.1,1,36.61666667,0.29
14168,Hg,NO 14,2,0,0,36.61666667,0.292
14163,Zn,NO 14,3,100,4,36.61666667,0.304
14200,As,NO 14,1,10,5,36.61666667,0.309
881,Cd,DR 13,2,10,5,36.87,0.232
882,Cd,DR 13,3,10,5,36.87,0.234
917,Zn,DR 13,2,1000,5,36.87,0.287
918,Zn,DR 13,3,1000,5,36.87,0.289
877,Cd,DR 13,1,1,4,36.87,0.301
916,Zn,DR 13,1,1000,5,36.87,0.303
879,Cd,DR 13,3,1,4,36.87,0.309
878,Cd,DR 13,2,1,4,36.87,0.319
920,Hg,DR 13,2,0,0,36.87,0.319
921,Hg,DR 13,3,0,0,36.87,0.32
963,Cr,DR 13,3,0.1,2,36.87,0.32
923,Hg,DR 13,2,0.001,1,36.87,0.321
941,As,DR 13,2,0.001,1,36.87,0.321
966,Cr,DR 13,3,1,3,36.87,0.321
898,Pb,DR 13,1,100,5,36.87,0.322
906,Zn,DR 13,3,0.1,1,36.87,0.324
939,As,DR 13,3,0,0,36.87,0.324
970,Cr,DR 13,1,100,5,36.87,0.324
896,Pb,DR 13,2,10,4,36.87,0.325
899,Pb,DR 13,2,100,5,36.87,0.325
904,Zn,DR 13,1,0.1,1,36.87,0.325
937,As,DR 13,1,0,0,36.87,0.326
964,Cr,DR 13,1,1,3,36.87,0.326
919,Hg,DR 13,1,0,0,36.87,0.329
933,Hg,DR 13,3,1,4,36.87,0.329
944,As,DR 13,2,0.01,2,36.87,0.329
950,As,DR 13,2,1,4,36.87,0.329
894,Pb,DR 13,3,1,3,36.87,0.33
914,Zn,DR 13,2,100,4,36.87,0.33
938,As,DR 13,2,0,0,36.87,0.33
961,Cr,DR 13,1,0.1,2,36.87,0.33
900,Pb,DR 13,3,100,5,36.87,0.332
903,Zn,DR 13,3,0,0,36.87,0.332
912,Zn,DR 13,3,10,3,36.87,0.332
962,Cr,DR 13,2,0.1,2,36.87,0.332
892,Pb,DR 13,1,1,3,36.87,0.333
895,Pb,DR 13,1,10,4,36.87,0.333
907,Zn,DR 13,1,1,2,36.87,0.333
955,Cr,DR 13,1,0,0,36.87,0.333
967,Cr,DR 13,1,10,4,36.87,0.333
876,Cd,DR 13,3,0.1,3,36.87,0.334
927,Hg,DR 13,3,0.01,2,36.87,0.334
948,As,DR 13,3,0.1,3,36.87,0.334
965,Cr,DR 13,2,1,3,36.87,0.334
902,Zn,DR 13,2,0,0,36.87,0.335
910,Zn,DR 13,1,10,3,36.87,0.335
874,Cd,DR 13,1,0.1,3,36.87,0.336
875,Cd,DR 13,2,0.1,3,36.87,0.336
901,Zn,DR 13,1,0,0,36.87,0.336
926,Hg,DR 13,2,0.01,2,36.87,0.336
959,Cr,DR 13,2,0.01,1,36.87,0.336
865,Cd,DR 13,1,0,0,36.87,0.337
897,Pb,DR 13,3,10,4,36.87,0.337
909,Zn,DR 13,3,1,2,36.87,0.337
940,As,DR 13,1,0.001,1,36.87,0.337
956,Cr,DR 13,2,0,0,36.87,0.337
971,Cr,DR 13,2,100,5,36.87,0.337
922,Hg,DR 13,1,0.001,1,36.87,0.338
925,Hg,DR 13,1,0.01,2,36.87,0.338
932,Hg,DR 13,2,1,4,36.87,0.338
936,Hg,DR 13,3,10,5,36.87,0.338
942,As,DR 13,3,0.001,1,36.87,0.338
954,As,DR 13,3,10,5,36.87,0.338
968,Cr,DR 13,2,10,4,36.87,0.338
960,Cr,DR 13,3,0.01,1,36.87,0.339
872,Cd,DR 13,2,0.01,2,36.87,0.34
886,Pb,DR 13,1,0.01,1,36.87,0.34
911,Zn,DR 13,2,10,3,36.87,0.34
945,As,DR 13,3,0.01,2,36.87,0.34
883,Pb,DR 13,1,0,0,36.87,0.341
915,Zn,DR 13,3,100,4,36.87,0.341
943,As,DR 13,1,0.01,2,36.87,0.341
871,Cd,DR 13,1,0.01,2,36.87,0.342
935,Hg,DR 13,2,10,5,36.87,0.342
946,As,DR 13,1,0.1,3,36.87,0.342
947,As,DR 13,2,0.1,3,36.87,0.342
969,Cr,DR 13,3,10,4,36.87,0.342
873,Cd,DR 13,3,0.01,2,36.87,0.343
893,Pb,DR 13,2,1,3,36.87,0.343
908,Zn,DR 13,2,1,2,36.87,0.343
972,Cr,DR 13,3,100,5,36.87,0.343
930,Hg,DR 13,3,0.1,3,36.87,0.344
953,As,DR 13,2,10,5,36.87,0.344
905,Zn,DR 13,2,0.1,1,36.87,0.345
913,Zn,DR 13,1,100,4,36.87,0.345
868,Cd,DR 13,1,0.001,1,36.87,0.346
870,Cd,DR 13,3,0.001,1,36.87,0.346
866,Cd,DR 13,2,0,0,36.87,0.347
887,Pb,DR 13,2,0.01,1,36.87,0.347
929,Hg,DR 13,2,0.1,3,36.87,0.349
958,Cr,DR 13,1,0.01,1,36.87,0.349
934,Hg,DR 13,1,10,5,36.87,0.35
885,Pb,DR 13,3,0,0,36.87,0.351
890,Pb,DR 13,2,0.1,2,36.87,0.351
951,As,DR 13,3,1,4,36.87,0.351
884,Pb,DR 13,2,0,0,36.87,0.352
931,Hg,DR 13,1,1,4,36.87,0.353
867,Cd,DR 13,3,0,0,36.87,0.354
924,Hg,DR 13,3,0.001,1,36.87,0.356
952,As,DR 13,1,10,5,36.87,0.357
957,Cr,DR 13,3,0,0,36.87,0.357
928,Hg,DR 13,1,0.1,3,36.87,0.359
869,Cd,DR 13,2,0.001,1,36.87,0.361
888,Pb,DR 13,3,0.01,1,36.87,0.361
949,As,DR 13,1,1,4,36.87,0.363
880,Cd,DR 13,1,10,5,36.87,0.37
889,Pb,DR 13,1,0.1,2,36.87,0.372
891,Pb,DR 13,3,0.1,2,36.87,0.412
17800,Cd,SI 2,1,10,5,36.9,0.002
17801,Cd,SI 2,2,10,5,36.9,0.002
17802,Cd,SI 2,3,10,5,36.9,0.002
17799,Cd,SI 2,3,1,4,36.9,0.015
17797,Cd,SI 2,1,1,4,36.9,0.029
17798,Cd,SI 2,2,1,4,36.9,0.037
17854,Hg,SI 2,1,10,5,36.9,0.048
17794,Cd,SI 2,1,0.1,3,36.9,0.058
17867,As,SI 2,2,0.1,3,36.9,0.06
17796,Cd,SI 2,3,0.1,3,36.9,0.062
17850,Hg,SI 2,3,0.1,3,36.9,0.063
17856,Hg,SI 2,3,10,5,36.9,0.066
17804,Pb,SI 2,2,0,0,36.9,0.069
17791,Cd,SI 2,1,0.01,2,36.9,0.07
17821,Zn,SI 2,1,0,0,36.9,0.07
17853,Hg,SI 2,3,1,4,36.9,0.07
17868,As,SI 2,3,0.1,3,36.9,0.07
17869,As,SI 2,1,1,4,36.9,0.07
17824,Zn,SI 2,1,0.1,1,36.9,0.071
17866,As,SI 2,1,0.1,3,36.9,0.071
17792,Cd,SI 2,2,0.01,2,36.9,0.072
17803,Pb,SI 2,1,0,0,36.9,0.072
17805,Pb,SI 2,3,0,0,36.9,0.072
17855,Hg,SI 2,2,10,5,36.9,0.073
17795,Cd,SI 2,2,0.1,3,36.9,0.074
17822,Zn,SI 2,2,0,0,36.9,0.074
17884,Cr,SI 2,1,1,3,36.9,0.074
17807,Pb,SI 2,2,0.01,1,36.9,0.075
17825,Zn,SI 2,2,0.1,1,36.9,0.075
17872,As,SI 2,1,10,5,36.9,0.075
17828,Zn,SI 2,2,1,2,36.9,0.076
17852,Hg,SI 2,2,1,4,36.9,0.076
17861,As,SI 2,2,0.001,1,36.9,0.076
17881,Cr,SI 2,1,0.1,2,36.9,0.076
17814,Pb,SI 2,3,1,3,36.9,0.077
17858,As,SI 2,2,0,0,36.9,0.077
17864,As,SI 2,2,0.01,2,36.9,0.077
17849,Hg,SI 2,2,0.1,3,36.9,0.078
17870,As,SI 2,2,1,4,36.9,0.078
17808,Pb,SI 2,3,0.01,1,36.9,0.079
17862,As,SI 2,3,0.001,1,36.9,0.08
17831,Zn,SI 2,2,10,3,36.9,0.081
17847,Hg,SI 2,3,0.01,2,36.9,0.081
17865,As,SI 2,3,0.01,2,36.9,0.081
17871,As,SI 2,3,1,4,36.9,0.081
17873,As,SI 2,2,10,5,36.9,0.082
17810,Pb,SI 2,2,0.1,2,36.9,0.086
17846,Hg,SI 2,2,0.01,2,36.9,0.086
17874,As,SI 2,3,10,5,36.9,0.087
17813,Pb,SI 2,2,1,3,36.9,0.088
17844,Hg,SI 2,3,0.001,1,36.9,0.088
17827,Zn,SI 2,1,1,2,36.9,0.089
17842,Hg,SI 2,1,0.001,1,36.9,0.089
17848,Hg,SI 2,1,0.1,3,36.9,0.091
17841,Hg,SI 2,3,0,0,36.9,0.094
17787,Cd,SI 2,3,0,0,36.9,0.095
17812,Pb,SI 2,1,1,3,36.9,0.095
17851,Hg,SI 2,1,1,4,36.9,0.095
17863,As,SI 2,1,0.01,2,36.9,0.095
17845,Hg,SI 2,1,0.01,2,36.9,0.096
17793,Cd,SI 2,3,0.01,2,36.9,0.098
17859,As,SI 2,3,0,0,36.9,0.099
17790,Cd,SI 2,3,0.001,1,36.9,0.1
17860,As,SI 2,1,0.001,1,36.9,0.1
17837,Zn,SI 2,2,1000,5,36.9,0.102
17878,Cr,SI 2,1,0.01,1,36.9,0.102
17879,Cr,SI 2,2,0.01,1,36.9,0.102
17843,Hg,SI 2,2,0.001,1,36.9,0.103
17886,Cr,SI 2,3,1,3,36.9,0.103
17789,Cd,SI 2,2,0.001,1,36.9,0.106
17882,Cr,SI 2,2,0.1,2,36.9,0.107
17811,Pb,SI 2,3,0.1,2,36.9,0.109
17829,Zn,SI 2,3,1,2,36.9,0.11
17885,Cr,SI 2,2,1,3,36.9,0.11
17835,Zn,SI 2,3,100,4,36.9,0.111
17888,Cr,SI 2,2,10,4,36.9,0.111
17809,Pb,SI 2,1,0.1,2,36.9,0.112
17887,Cr,SI 2,1,10,4,36.9,0.113
17840,Hg,SI 2,2,0,0,36.9,0.114
17788,Cd,SI 2,1,0.001,1,36.9,0.115
17836,Zn,SI 2,1,1000,5,36.9,0.115
17857,As,SI 2,1,0,0,36.9,0.116
17876,Cr,SI 2,2,0,0,36.9,0.116
17838,Zn,SI 2,3,1000,5,36.9,0.117
17806,Pb,SI 2,1,0.01,1,36.9,0.12
17830,Zn,SI 2,1,10,3,36.9,0.12
17839,Hg,SI 2,1,0,0,36.9,0.12
17834,Zn,SI 2,2,100,4,36.9,0.124
17817,Pb,SI 2,3,10,4,36.9,0.125
17890,Cr,SI 2,1,100,5,36.9,0.126
17816,Pb,SI 2,2,10,4,36.9,0.128
17892,Cr,SI 2,3,100,5,36.9,0.128
17883,Cr,SI 2,3,0.1,2,36.9,0.129
17832,Zn,SI 2,3,10,3,36.9,0.131
17833,Zn,SI 2,1,100,4,36.9,0.131
17815,Pb,SI 2,1,10,4,36.9,0.133
17826,Zn,SI 2,3,0.1,1,36.9,0.133
17891,Cr,SI 2,2,100,5,36.9,0.133
17819,Pb,SI 2,2,100,5,36.9,0.136
17877,Cr,SI 2,3,0,0,36.9,0.136
17875,Cr,SI 2,1,0,0,36.9,0.137
17880,Cr,SI 2,3,0.01,1,36.9,0.137
17889,Cr,SI 2,3,10,4,36.9,0.138
17785,Cd,SI 2,1,0,0,36.9,0.145
17823,Zn,SI 2,3,0,0,36.9,0.149
17786,Cd,SI 2,2,0,0,36.9,0.155
17820,Pb,SI 2,3,100,5,36.9,0.16
17818,Pb,SI 2,1,100,5,36.9,0.192
15389,Cd,NO 17,2,10,5,44.36666667,0.262
15390,Cd,NO 17,3,10,5,44.36666667,0.262
15388,Cd,NO 17,1,10,5,44.36666667,0.28
15466,Cr,NO 17,1,0.01,1,44.36666667,0.314
15447,As,NO 17,3,0,0,44.36666667,0.324
15425,Zn,NO 17,2,1000,5,44.36666667,0.328
15424,Zn,NO 17,1,1000,5,44.36666667,0.331
15446,As,NO 17,2,0,0,44.36666667,0.34
15426,Zn,NO 17,3,1000,5,44.36666667,0.342
15407,Pb,NO 17,2,100,5,44.36666667,0.345
15404,Pb,NO 17,2,10,4,44.36666667,0.346
15412,Zn,NO 17,1,0.1,1,44.36666667,0.348
15419,Zn,NO 17,2,10,3,44.36666667,0.348
15401,Pb,NO 17,2,1,3,44.36666667,0.349
15379,Cd,NO 17,1,0.01,2,44.36666667,0.35
15403,Pb,NO 17,1,10,4,44.36666667,0.35
15452,As,NO 17,2,0.01,2,44.36666667,0.351
15374,Cd,NO 17,2,0,0,44.36666667,0.352
15429,Hg,NO 17,3,0,0,44.36666667,0.352
15391,Pb,NO 17,1,0,0,44.36666667,0.354
15386,Cd,NO 17,2,1,4,44.36666667,0.355
15394,Pb,NO 17,1,0.01,1,44.36666667,0.355
15435,Hg,NO 17,3,0.01,2,44.36666667,0.355
15451,As,NO 17,1,0.01,2,44.36666667,0.355
15413,Zn,NO 17,2,0.1,1,44.36666667,0.356
15409,Zn,NO 17,1,0,0,44.36666667,0.357
15438,Hg,NO 17,3,0.1,3,44.36666667,0.357
15458,As,NO 17,2,1,4,44.36666667,0.357
15421,Zn,NO 17,1,100,4,44.36666667,0.358
15434,Hg,NO 17,2,0.01,2,44.36666667,0.358
15445,As,NO 17,1,0,0,44.36666667,0.358
15383,Cd,NO 17,2,0.1,3,44.36666667,0.359
15402,Pb,NO 17,3,1,3,44.36666667,0.359
15406,Pb,NO 17,1,100,5,44.36666667,0.359
15408,Pb,NO 17,3,100,5,44.36666667,0.359
15381,Cd,NO 17,3,0.01,2,44.36666667,0.36
15382,Cd,NO 17,1,0.1,3,44.36666667,0.36
15384,Cd,NO 17,3,0.1,3,44.36666667,0.36
15400,Pb,NO 17,1,1,3,44.36666667,0.36
15423,Zn,NO 17,3,100,4,44.36666667,0.36
15454,As,NO 17,1,0.1,3,44.36666667,0.36
15456,As,NO 17,3,0.1,3,44.36666667,0.36
15380,Cd,NO 17,2,0.01,2,44.36666667,0.361
15437,Hg,NO 17,2,0.1,3,44.36666667,0.361
15450,As,NO 17,3,0.001,1,44.36666667,0.361
15455,As,NO 17,2,0.1,3,44.36666667,0.362
15470,Cr,NO 17,2,0.1,2,44.36666667,0.362
15418,Zn,NO 17,1,10,3,44.36666667,0.363
15396,Pb,NO 17,3,0.01,1,44.36666667,0.364
15432,Hg,NO 17,3,0.001,1,44.36666667,0.364
15453,As,NO 17,3,0.01,2,44.36666667,0.364
15473,Cr,NO 17,2,1,3,44.36666667,0.364
15385,Cd,NO 17,1,1,4,44.36666667,0.365
15414,Zn,NO 17,3,0.1,1,44.36666667,0.365
15422,Zn,NO 17,2,100,4,44.36666667,0.365
15476,Cr,NO 17,2,10,4,44.36666667,0.365
15420,Zn,NO 17,3,10,3,44.36666667,0.366
15430,Hg,NO 17,1,0.001,1,44.36666667,0.366
15439,Hg,NO 17,1,1,4,44.36666667,0.366
15471,Cr,NO 17,3,0.1,2,44.36666667,0.366
15475,Cr,NO 17,1,10,4,44.36666667,0.366
15387,Cd,NO 17,3,1,4,44.36666667,0.368
15428,Hg,NO 17,2,0,0,44.36666667,0.368
15427,Hg,NO 17,1,0,0,44.36666667,0.369
